HAZUS_class_final,BRKEY,Strucname,Maxspan,Length,Mainspans,Total_Spans,NBI_Class,Seismic Design,Year of Most Recent Improvement,HAZUS_iseqType,
HWB23e,37C0816,CAPITAL EXPRESSWAY UP (VTA LRT),41.8,78.3,2,2,605,Y,1991,na,
HWB23e,41 0053,CLEVELAND AVENUE OC,23.5,78,2,4,605,Y,1995,na,
HWB23e,39 0237,PLAINSBURG ROAD OC,39.8,78,2,2,605,Y,2015,na,
HWB23e,24C0571,GRANT LINE RD OH,36.5,78,3,3,605,Y,2015,na,
HWB23e,57 1107,RANCHO BERNARDO DAR,38.5,77.5,3,3,605,Y,2008,na,
HWB23e,53C0366,FOOTHILL BLVD UNDERPASS,39,77.4,2,2,605,Y,1976,na,
HWB23e,52C0011,WEST BRANCH SESPE CREEK,36.9,77.4,2,2,605,Y,1983,na,
HWB23e,28C0448,RAILROAD AVENUE OH,27.4,77.3,3,3,605,Y,1988,na,
HWB23e,46 0270,CARTMILL AVENUE OC,42.3,77,2,2,605,Y,2016,na,
HWB23e,55C0551L,BONITA CREEK CHANNEL,37.2,76.8,2,2,605,Y,1988,na,
HWB23e,46 0261,ST JOHN'S RIVER,29,76.6,3,3,605,Y,2002,na,
HWB23e,55C0551R,BONITA CREEK CHANNEL,37.2,76.5,2,2,605,Y,1988,na,
HWB23e,57 1222,PALOMAR STREET OC,38.1,76.2,2,2,605,Y,2017,na,
HWB23e,25C0042,WEBER CREEK,37.8,76.2,2,2,605,Y,1987,na,
HWB23e,46C0444,TULE RIVER,30.5,76.2,3,3,605,Y,2001,na,
HWB23e,53 2789,NAVY WAY OVERHEAD,46.8,76.1,2,2,605,Y,1995,na,
HWB23e,52 0454,OXNARD BLVD OC,39,76,2,2,605,Y,2004,na,
HWB23e,20 0286,WILFRED AVE UC,38,76,3,3,605,Y,2012,na,
HWB23e,50C0373,CACHE CREEK,39,76,2,2,605,Y,2003,na,
HWB23e,23C0273,DAN WILSON CREEK,37.5,76,2,2,605,Y,2010,na,
HWB23e,53 2251,SUNLAND BLVD UC,38.7,75.9,2,2,605,Y,1980,na,
HWB23e,57 0635,TELEGRAPH CANYON ROAD UC,41.5,75.6,2,2,605,Y,2014,na,
HWB23e,56C0480,MURRIETA CREEK,30.5,75.6,3,3,605,Y,1998,na,
HWB23e,28 0391L,LONE TREE WAY UC,37.9,75.2,2,2,605,Y,2008,na,
HWB23e,53 3020,MISSION BLVD OC,37.7,75,2,2,605,Y,2011,na,
HWB23e,52C0270,CONEJO CREEK,37.8,75,2,2,605,Y,1991,na,
HWB23e,57C0676,FAIRMOUNT AVENUE / MONTEZUMA AVE SEP,41,75,2,2,605,Y,1996,na,
HWB23e,24C0506,LRT DROP STRUCTURE,31.1,75,3,3,605,Y,1998,na,
HWB23e,50C0346,MOHAWK STREET OC,37.9,75,2,2,605,Y,2011,na,
HWB23e,29C0445,EIGHT MILE ROAD OH (WEST),35.4,74.7,3,3,605,Y,2013,na,
HWB23e,57 1095R,MISSION GORGE ROAD UC,42,74.5,2,2,605,Y,2011,na,
HWB23e,57 1095L,MISSION GORGE ROAD UC,42,74.5,2,2,605,Y,2011,na,
HWB23e,05C0118,HAYFORK CREEK,37.3,74.4,2,2,605,Y,1978,na,
HWB23e,56 0798,NUTMEG STREET OC,37.7,74.3,2,6,605,Y,2001,na,
HWB23e,29C0444,EIGHT MILE ROAD OH (EAST),35.1,74.1,3,3,605,Y,2013,na,
HWB23e,54 1308L,CENDA DITCH,29.3,73.8,3,3,605,Y,2017,na,
HWB23e,04C0012,SALT RIVER,36.6,73.6,2,2,605,Y,1994,na,
HWB23e,37C0356,GOLF COURSE OC,29.3,73.5,3,3,605,Y,1985,na,
HWB23e,56 0847,ROUTE 74/215 SEPARATION,36.7,73.4,2,2,605,Y,2011,na,
HWB23e,29 0332,TURNER STATION OH,36.6,73.2,2,2,605,Y,2015,na,
HWB23e,49 0258,ARROYO DE LOS PLAYANOS,36.6,73.2,2,2,605,Y,2017,na,
HWB23e,50 0503,FAIRFAX ROAD OC,44.9,72.7,2,2,605,Y,2009,na,
HWB23e,33 0413S,TELEGRAPH AVENUE UC,36.3,72.5,2,3,605,Y,1990,na,
HWB23e,55C0056,OSO PARKWAY OH,37.8,72.5,2,2,605,Y,2012,na,
HWB23e,44C0188,SAN LORENZO CREEK,29.6,72.5,3,3,605,Y,2009,na,
HWB23e,54 1293,CITRUS AVENUE OC,40.7,72.4,2,2,605,Y,2014,na,
HWB23e,53C2042,LITTLE ROCK CRK,35.7,72.4,2,2,606,Y,2000,na,
HWB23e,37C0717,GUADALUPE RIVER (SKYPORT),28.3,72.3,3,3,605,Y,2001,na,
HWB23e,26C0047,JACKSON CREEK,35.4,72.2,2,2,605,Y,1994,na,
HWB23e,56C0484,MURRIETA CREEK,35.7,72.2,2,2,605,Y,2000,na,
HWB23e,54C0755,SANTA ANA RIVER,27.7,72.2,3,3,605,Y,2014,na,
HWB23e,56C0509L,SAN DIEGO CANAL,28,72.1,3,3,605,Y,1996,na,
HWB23e,56C0509R,SAN DIEGO CANAL,28,72.1,3,3,605,Y,1996,na,
HWB23e,19 0192R,MARKHAM RAVINE,36,72,2,2,605,Y,2012,na,
HWB23e,06C0048,STILLWATER CREEK,35,72,2,2,605,Y,1998,na,
HWB23e,12C0255,MIDWAY ROAD OH,32.9,71.9,3,3,605,Y,1975,na,
HWB23e,46 0265,ROAD 68 OC,35.8,71.6,2,2,605,Y,2012,na,
HWB23e,29C0429,SSJID BOH,38.7,71.6,2,2,605,Y,2005,na,
HWB23e,53C2196,ARROYO SECO CHANNEL,40.7,71.6,2,2,605,Y,2008,na,
HWB23e,19 0192L,MARKHAM RAVINE,35.6,71.2,2,2,605,Y,2014,na,
HWB23e,37C0817L,CURTNER AVENUE UP (VTA LRT SB),38.1,71,2,2,606,Y,1991,na,
HWB23e,37C0817R,CURTNER AVENUE UP (VTA LRT NB),38.1,71,2,2,605,Y,1991,na,
HWB23e,37C0812,ALMADEN ROAD UP (VTA LRT),27.1,70.7,3,3,605,Y,1991,na,
HWB23e,33C0419,WASHINGTON BLVD OH,24.2,70.7,3,3,605,Y,2010,na,
HWB23e,56C0566,BOX SPRINGS ROAD OH,29.9,70.3,3,3,605,Y,2014,na,
HWB23e,56 0836,14TH STREET OC,37.2,70.2,2,2,605,Y,2015,na,
HWB23e,55 1026S,HARBOR BLVD UC (N/B ON-RAMP),35,70.1,2,2,605,Y,2003,na,
HWB23e,28 0398R,SOMERSVILLE ROAD UC,37.6,70,2,2,605,Y,2013,na,
HWB23e,28 0398L,SOMERSVILLE ROAD UC,37.6,70,2,2,605,Y,2013,na,
HWB23e,57 0409,FIFTH AVENUE OC,27.7,69.8,2,3,605,Y,1996,na,
HWB23e,53 2477,AVALON BLVD UC,34.1,69.8,3,3,605,Y,1988,na,
HWB23e,28 0391R,LONE TREE WAY UC,37.5,69.8,2,2,605,Y,2013,na,
HWB23e,56 0850,PERRIS BLVD OC,34.9,69.8,2,2,605,Y,2016,na,
HWB23e,53C2032,SOUTH BRANCH BIG TUJUNGA WASH,35.9,69.8,2,2,605,Y,1975,na,
HWB23e,33 0706,WARM SPRINGS UP,36,69.5,2,2,605,Y,2015,na,
HWB23e,22C0022,CACHE CREEK,27.5,69.5,3,3,605,Y,2003,na,
HWB23e,54C0716,NATIONAL TRAILS HWY OH,30.5,69.5,3,3,605,Y,2007,na,
HWB23e,19 0188R,SOUTH INGRAM SLOUGH,34.6,69.3,2,2,605,Y,2012,na,
HWB23e,55 0673R,17TH STREET UC,38.4,69.2,2,2,605,Y,1995,na,
HWB23e,53C1977,NORDHOFF WAY OH,34.6,69.2,2,2,605,Y,1990,na,
HWB23e,06C0379,TWIN VIEW BLVD OVER CHURN CREEK,28.6,69,3,3,605,Y,2013,na,
HWB23e,17 0045,DONNER PASS RD OC,35.1,68.6,4,4,605,Y,2001,na,
HWB23e,50 0516,MORNING DRIVE OC,35,68.6,2,2,605,Y,2015,na,
HWB23e,37C0705,ALAMITOS CREEK,30.5,68.6,3,3,605,Y,1981,na,
HWB23e,57C0541,EL CAJON BLVD OH,30.5,68.3,3,3,605,Y,1986,na,
HWB23e,19 0188L,SOUTH INGRAM SLOUGH,34.1,68.2,2,2,605,Y,2012,na,
HWB23e,33C0416,NORTH MINES ROAD OH,35.6,68.2,2,2,605,Y,1999,na,
HWB23e,33C0385,VASCO ROAD OH,33.6,68,2,2,605,Y,1987,na,
HWB23e,28 0398K,SOMERSVILLE ROAD OFF-RAMP UC,36.5,67.9,2,2,605,Y,2012,na,
HWB23e,50C0351,JEWETTA / WESTSIDE SEPARATION,34,67.4,2,2,605,Y,2011,na,
HWB23e,29 0322,BIRD ROAD OC,37.6,67.2,2,2,605,Y,2014,na,
HWB23e,38 0162K,SB 99 ONRAMP/SB 99 OFFRAMP SEP,33.7,67.1,2,2,605,Y,2016,na,
HWB23e,53C1809,UPPR,23.5,67.1,3,3,605,Y,1983,na,
HWB23e,38C0024,LITTLE JOHN CREEK,33.5,67.1,2,2,605,Y,1997,na,
HWB23e,33C0458,ARROYO MOCHO,33.4,67,2,2,605,Y,2003,na,
HWB23e,49C0438,SAN LUIS OBISPO CREEK,33,67,2,2,605,Y,2009,na,
HWB23e,42 0399L,CHESTNUT AVENUE UC,33.4,66.7,2,2,605,Y,2005,na,
HWB23e,57 0268,CALIFORNIA STREET OC,32.9,66.4,2,2,605,Y,1996,na,
HWB23e,18 0048,MARCUM ROAD OVERCROSSING,33.3,66.4,2,2,605,Y,2011,na,
HWB23e,19C0211,FALSE RAVINE,38.5,66.3,2,2,605,Y,2002,na,
HWB23e,55C0564R,SAN DIEGO CREEK CHANNEL,32.5,66.2,2,2,605,Y,1988,na,
HWB23e,55C0564L,SAN DIEGO CREEK CHANNEL,32.5,66.2,2,2,605,Y,1988,na,
HWB23e,18 0051,ROUTE 113/99 SEPARATION,35.7,65.9,2,2,605,Y,2014,na,
HWB23e,55 1082,LEWIS ST OC,33.3,65.8,2,2,605,Y,2008,na,
HWB23e,16 0051,FEATHER RIVER BLVD OC,36.1,65.8,2,2,605,Y,2015,na,
HWB23e,44 0282L,ESPINOSA ROAD UC,33.8,65.7,2,2,605,Y,2014,na,
HWB23e,44 0282R,ESPINOSA ROAD UC,33.7,65.5,2,2,605,Y,2013,na,
HWB23e,10C0045,FORSYTHE CREEK,32.3,65.5,2,2,605,Y,1990,na,
HWB23e,29 0276,MAIN STREET OC,32.7,65.4,2,2,605,Y,1995,na,
HWB23e,52 0456,RICE AVENUE OC,34.3,65.2,2,2,605,Y,2013,na,
HWB23e,28C0473,CASTRO STREET OVERHEAD,29.7,65.2,3,3,605,Y,1995,na,
HWB23e,55C0581,SAN DIEGO CREEK CHANNEL,31.9,65.1,2,2,605,Y,1990,na,
HWB23e,20C0251,BIG SULPHUR CREEK,32,64.9,2,2,605,Y,1988,na,
HWB23e,57 1142,CALIENTE AVENUE OC,32.4,64.8,2,2,605,Y,2012,na,
HWB23e,11C0056,SALT CREEK,25.6,64.8,3,3,605,Y,1997,na,
HWB23e,42 0399R,CHESTNUT AVENUE UC,32.3,64.6,2,2,605,Y,2005,na,
HWB23e,50C0352,RENFRO ROAD OC,35.1,64.6,2,2,605,Y,2015,na,
HWB23e,56C0635L,MWD PIPELINE UC,28,64.6,3,3,605,Y,2017,na,
HWB23e,56C0635R,MWD PIPELINE UC,28,64.6,3,3,605,Y,2017,na,
HWB23e,44 0281,SALINAS ROAD OC,35.5,64.5,2,2,605,Y,2012,na,
HWB23e,42 0399K,CHESTNUT AVENUE UC,32.3,64.3,2,2,605,Y,1999,na,
HWB23e,50C0384,COFFEE ROAD OH,25.9,64.3,3,3,605,Y,1999,na,
HWB23e,38C0038,DRY CREEK,31.7,64,2,2,605,Y,1985,na,
HWB23e,08C0055,REEDS CREEK,32,64,2,2,605,Y,2001,na,
HWB23e,57 1144,BRITANNIA BLVD OC,31.9,63.8,2,2,605,Y,2011,na,
HWB23e,51C0321,LA CUMBRE ROAD SEP & OH,32,63.7,2,2,605,Y,1997,na,
HWB23e,33 0750,CALAROGA AVENUE OC,33.1,63.4,2,2,605,Y,2011,na,
HWB23e,24C0502,LAGUNA BLVD OH,32.3,63.4,2,2,605,Y,2002,na,
HWB23e,42 0399S,CHESTNUT AVENUE UC,31.8,63.3,2,2,605,Y,2005,na,
HWB23e,55C0651,OSO PARKWAY POC,38.7,63.3,3,3,605,Y,1999,na,
HWB23e,44 0283,SALA ROAD OC,36.1,63.1,2,2,605,Y,2013,na,
HWB23e,18 0047,CORNELIUS AVENUE OVERCROSSING,31.5,63,2,2,605,Y,2011,na,
HWB23e,39C0396,WESTSIDE BLVD OH,31.8,62.6,2,2,605,Y,2008,na,
HWB23e,55C0680,YALE AVENUE  OH,24.4,62.5,3,3,605,Y,1995,na,
HWB23e,08C0348,REEDS CREEK,25,62.5,3,3,605,Y,1993,na,
HWB23e,24C0501,ELK GROVE BLVD OH,32.1,62.5,2,2,605,Y,2002,na,
HWB23e,24 0379,C STREET OC,31.4,62.1,2,2,605,Y,2012,na,
HWB23e,02C0039,KLAMATH RIVER,30.5,61.9,2,2,605,Y,1988,na,
HWB23e,53C0365,SUNNYSLOPE AVE UNDERPASS,31.36,61.87,2,2,605,Y,1976,na,
HWB23e,33C0400,AUTO MALL PARKWAY OH,30.5,61.6,2,2,605,Y,1981,na,
HWB23e,57C0651L,MAIN STREET UNDERPASS,33.2,61.6,3,3,605,Y,1993,na,
HWB23e,57C0651R,MAIN STREET UNDERPASS,33.2,61.6,3,3,605,Y,1993,na,
HWB23e,39C0043,BRADBURY ROAD OVERHEAD,24.4,61.6,3,3,605,Y,2000,na,
HWB23e,24 0378,A STREET OC,31.3,61.5,2,2,605,Y,2012,na,
HWB23e,50C0305,CHESTER AVENUE UP,29.9,61.3,2,2,605,Y,1982,na,
HWB23e,28 0381L,SAND CREEK ROAD UC,34.4,61.1,2,2,605,Y,2014,na,
HWB23e,52 0455,SPRINGVILLE DRIVE OC,30.1,61,2,2,605,Y,2012,na,
HWB23e,28 0401R,A STREET UC,30.5,61,2,2,605,Y,2016,na,
HWB23e,28 0401L,A STREET UC,30.5,61,2,2,605,Y,2016,na,
HWB23e,29 0327,MAIN STREET OC,30.5,61,2,2,605,Y,2016,na,
HWB23e,58 0351,DOGWOOD ROAD OC,30.5,61,2,2,605,Y,2017,na,
HWB23e,55C0221L,ALISO CREEK,29.3,61,2,2,605,Y,1987,na,
HWB23e,33C0457,ARROYO LAS POSITAS,30.4,61,2,2,605,Y,2003,na,
HWB23e,34 0159G,101 N -1 S CONNECTOR / 1 N SEPARATION,30.8,60.7,3,3,605,Y,2015,na,
HWB23e,53C1953,DURFEE AVE (SCRRA METROLINK) UP,29.3,60.4,2,2,605,Y,1992,na,
HWB23e,55C0565,SAN DIEGO CREEK CHANNEL,29.4,60,2,2,605,Y,1988,na,
HWB23e,05C0226,HAYFORK CREEK,34,60,2,2,605,Y,2004,na,
HWB23e,28 0381R,SAND CREEK ROAD UC,33.7,59.2,2,2,605,Y,2013,na,
HWB23e,50C0349,WESTSIDE PARKWAY / COFFEE ROAD SEP,33.2,59.2,2,2,605,Y,2010,na,
HWB23e,33C0425,EAST FIRST STREET OH,26.8,59.1,3,3,605,Y,1977,na,
HWB23e,55C0529R,ALISO CREEK,24.1,59.1,3,3,605,Y,1985,na,
HWB23e,28C0230,UNIMIN/FRISK CREEK,38.1,59.1,2,2,605,Y,1996,na,
HWB23e,44 0271,SAN MIGUEL CANYON ROAD OC,33.4,58.9,2,2,605,Y,2012,na,
HWB23e,19 0189L,FERRARI RANCH ROAD UC,29.6,58.6,2,2,605,Y,2012,na,
HWB23e,19 0189R,FERRARI RANCH ROAD UC,29.6,58.6,2,2,605,Y,2012,na,
HWB23e,56 0528,PYRITE STREET UC,34.7,58.5,2,2,605,Y,2008,na,
HWB23e,53C0363,ALTADENA DR UNDERPASS,29.6,58.5,2,2,605,Y,1976,na,
HWB23e,57C0637,CAMINO SAN BERNARDO OC,29.9,57.6,2,2,605,Y,1989,na,
HWB23e,54C0776,MILL CREEK (GARNET STREET),28.9,57.5,2,2,605,Y,2017,na,
HWB23e,44 0286,CRAZY HORSE/ECHO VALLEY RD OC,30.6,57.4,2,2,605,Y,2014,na,
HWB23e,36 0115,LA FONDA AVENUE OC,28.6,57.3,2,2,605,Y,2013,na,
HWB23e,55C0529L,ALISO CREEK,24.1,57.3,3,3,605,Y,1985,na,
HWB23e,53 3041,BLOOMFIELD AVENUE UC,28.7,57.2,2,2,605,Y,2016,na,
HWB23e,37C0531,PACHECO CREEK,22.9,57.1,3,3,605,Y,1986,na,
HWB23e,43C0014,TRES PINOS CREEK,27.4,56.8,2,2,605,Y,1995,na,
HWB23e,51 0331,CATHEDRAL OAKS ROAD OC,29.3,56.5,2,2,605,Y,2011,na,
HWB23e,20C0487,BICENTENNIAL WAY OC,30.8,56.1,2,2,605,Y,1985,na,
HWB23e,29C0456,ARCH AIRPORT ROAD OH (EAST),24.7,56.1,3,3,605,Y,2013,na,
HWB23e,37C0718,GUADALUPE RIVER (AIRPORT PKWAY),27.9,55.8,2,2,605,Y,1988,na,
HWB23e,55C0675,NB DISNEYLAND DRIVE OC,36.2,55.8,2,2,605,Y,2000,na,
HWB23e,57 1216,HILLERY DR DAR S/B ON-RAMP,27,55.6,3,3,605,Y,2014,na,
HWB23e,57 1217,HILLERY DR DAR S/B OFF-RAMP,27,55.6,3,3,605,Y,2014,na,
HWB23e,57 1215,HILLERY DR DAR N/B OFF-RAMP,27,55.6,3,3,605,Y,2014,na,
HWB23e,57 1214,HILLERY DR DAR N/B ON-RAMP,27,55.6,3,3,605,Y,2014,na,
HWB23e,53C0361,ALLEN AVE UNDERPASS,27.7,55.5,2,2,605,Y,1976,na,
HWB23e,33C0450R,GREENVILLE RD UNDERPASS,26.8,55.5,2,2,606,Y,2008,na,
HWB23e,33C0449L,GREENVILLE RD UNDERPASS,26.8,55.5,2,2,606,Y,2008,na,
HWB23e,56 0760L,DILLON ROAD UC,27.1,55.2,2,4,606,Y,1993,na,
HWB23e,56 0760R,DILLON ROAD UC,27.6,55.2,2,4,606,Y,1993,na,
HWB23e,50C0380,TRUXTUN AVENUE UP,27.4,54.9,2,2,605,Y,1996,na,
HWB23e,57C0529,LA JOLLA VILLAGE DR POC (EAST),27.7,54.6,2,2,605,Y,1978,na,
HWB23e,55C0486R,ALTON PARKWAY OH,39.2,53.9,2,2,605,Y,1980,na,
HWB23e,55C0486L,ALTON PARKWAY OH,39.2,53.9,2,2,605,Y,1981,na,
HWB23e,37C0338,SANTA TERESA BLVD UP (VTA LRT),29,53.9,2,2,605,Y,1989,na,
HWB23e,39C0042,SOUTH AVENUE OVERHEAD,21.8,53.7,3,3,605,Y,2000,na,
HWB23e,16C0105,DEEP RAVINE NO. 1,32,53.6,2,2,606,Y,2014,na,
HWB23e,50C0176,TRUXTUN AVENUE UP,25.9,53,2,2,605,Y,1981,na,
HWB23e,10C0132,TOMKI CREEK,26.2,53,2,2,605,Y,1988,na,
HWB23e,56C0571,LA SIERRA AVENUE OH,31.8,51.9,2,2,605,Y,2009,na,
HWB23e,37C0373L,BARBER LANE UC,26.5,51.6,2,2,605,Y,1996,na,
HWB23e,33C0044,PLEASANTON-SUNOL ROAD UP,27.1,51.5,3,3,605,Y,1985,na,
HWB23e,37C0406,GUADALUPE RIVER (WOZ WAY),27.4,51.5,2,2,605,Y,1991,na,
HWB23e,06C0056,COW CREEK,25.3,51.2,2,2,605,Y,1986,na,
HWB23e,37C0203L,GUADALUPE RIVER (SAN FERNANDO ST WB),24.7,50.3,2,2,605,Y,1988,na,
HWB23e,37C0203R,GUADALUPE RIVER (SAN FERNANDO ST EB),24.7,50.3,2,2,605,Y,1988,na,
HWB23e,20C0516,WILLOW BROOK BRIDGE,19.2,50.3,3,3,605,Y,1999,na,
HWB23e,56 0759L,WASTEWAY NO 2,25,50,2,4,606,Y,1993,na,
HWB23e,56 0759R,WASTEWAY NO 2,24.7,50,2,4,606,Y,1993,na,
HWB23e,37C0373R,BARBER LANE UC,26.5,50,2,2,605,Y,1996,na,
HWB23e,56C0188,COMMERCE STREET OC,18.6,49.7,2,2,605,Y,1975,na,
HWB23e,19 0198R,BIG YANKEE SLOUGH,23.6,48.6,2,2,605,Y,2012,na,
HWB23e,54 1301R,ROJO WASH,23.7,48.6,2,2,605,Y,2016,na,
HWB23e,54 1301L,ROJO WASH,23.7,48.6,2,2,605,Y,2017,na,
HWB23e,26C0048,DRY CREEK,24.3,48.6,2,2,605,Y,1998,na,
HWB23e,53C1779,LA CIENEGA BLVD,32.75,48.46,3,3,605,Y,1985,na,
HWB23e,33 0170,HESPERIAN BLVD UC,24.4,47.9,2,2,605,Y,2010,na,
HWB23e,33C0195,ARROYO MOCHO,23.2,47.4,2,2,605,Y,1987,na,
HWB23e,53C0362,CRAIG AVE UNERPASS,22.52,47.2,2,2,605,Y,1976,na,
HWB23e,37C0427,WEST BRANCH LLAGAS CREEK BRIDGE,22.6,46.6,2,2,605,Y,2009,na,
HWB23e,44C0179,LEWIS CREEK,22.5,46.4,2,2,605,Y,2011,na,
HWB23e,52C0276,ARROYO LAS POSAS,22.1,45.7,2,2,605,Y,1999,na,
HWB23e,54C0617,SAN ANTONIO CREEK CHANEL,22.3,44.8,2,2,605,Y,1999,na,
HWB23e,53 1242K,"LENNOX BLVD UC, S/B COLL",25.3,44.5,1,3,605,Y,1989,na,
HWB23e,50C0386,CALLOWAY FRONTAGE ROAD OC,22,44,2,2,605,Y,1990,na,
HWB23e,53 1242S,"LENNOX BLVD UC, N/B COLL",24.7,43.9,1,3,605,Y,1989,na,
HWB23e,19 0190L,NORTH INGRAM SLOUGH,22,42,2,2,605,Y,2012,na,
HWB23e,19 0190R,NORTH INGRAM SLOUGH,22,42,2,2,605,Y,2012,na,
HWB23e,08C0093,REEDS CREEK,20.2,40.4,2,2,605,Y,1988,na,
HWB23e,37C0521,PENITENCIA CREEK,19.3,39.6,2,2,605,Y,2003,na,
HWB23e,37C0026,ALMADEN EXPRESSWAY OH,25,37.2,2,2,605,Y,1990,na,
HWB23e,33C0396,CEDAR STREET OC,19.6,36.8,2,2,605,Y,1997,na,
HWB23e,22C0169,EDMONDS UP,17.7,36.3,2,2,605,Y,1982,na,
HWB23e,53C2015,ALAMEDA STREET UNDERPASS,15.5,35.35,2,2,606,Y,2005,na,
HWB23e,33C0418,PASEO PADRE PARKWAY UP (WEST-UP RR),16.6,35.1,2,2,606,Y,2010,na,
HWB23e,33C0470,PASEO PADRE PARKWAY UP (EAST-BARTD),17.4,34.7,2,2,605,Y,2010,na,
HWB23e,24C0448,POWER INN RD UP,17.1,34.2,2,2,605,Y,1999,na,
HWB23e,55C0728,GRAND CANAL,12.2,33.5,3,3,605,Y,2017,na,
HWB23e,42C0672,OUTSIDE CANAL,15.8,32.4,2,2,605,Y,2014,na,
HWB23e,24C0617,FLORIN RD UP,108.2,29,5,5,605,Y,2003,na,
HWB23e,33C0478,KATO ROAD UP (BARTD),13.8,27.6,2,2,605,Y,2015,na,
HWB23e,33C0479,KATO ROAD UC (UPRR & BART ACCESS),13.8,27.6,2,2,606,Y,2015,na,
HWB23e,34C0089,PAUL AVENUE OH,13,24.6,2,2,605,Y,2016,na,
HWB25,12C0285,MYERS STREET UP,6.7,19.8,4,4,302,N,1924,na,
HWB25,26C0042,RANCHERIA CREEK,12.8,19.8,1,2,302,N,1925,na,
HWB25,06C0143,QUARTZ HILL ROAD UP,19.8,19.8,4,4,302,N,1939,na,
HWB25,05C0085,SALT CREEK,9.8,19.8,2,2,302,N,1957,na,
HWB25,40C0059,BEAR CREEK,6.4,19.6,3,3,302,N,1938,na,
HWB25,44C0121,CACHAGUA CREEK,6.4,19.5,3,3,302,N,1945,na,
HWB25,08C0257,OAT CREEK,9.4,19.5,2,2,302,N,1965,na,
HWB25,20C0434,BEARPEN CREEK,7.6,19.5,3,3,302,N,1973,na,
HWB25,12C0286,LINCOLN STREET UP,6.7,19.2,4,4,302,N,1924,na,
HWB25,12C0191,SERENITY DITCH,9.2,19.2,1,3,303,N,1941,na,
HWB25,44C0123,CACHAGUA CREEK,6.4,19.2,3,3,302,N,1945,na,
HWB25,48C0005,LOS ANGELES AQUEDUCT (MAZOURKA CYN RD),8.8,18.9,2,2,302,N,1947,na,
HWB25,08C0280,OAT CREEK,6.1,18.9,3,3,302,N,1937,na,
HWB25,06C0113,SALT CREEK,9.8,18.9,1,2,302,N,1970,na,
HWB25,51C0081,ALAMO PINTADO CREEK,8.8,18.9,2,2,302,N,1948,na,
HWB25,12C0129,WYANDOTTE CREEK,6.1,18.6,3,3,302,N,1960,na,
HWB25,17C0002,DEER CREEK,8.5,18.6,2,2,302,N,1941,na,
HWB25,36C0073,SAN LORENZO RIVER,6.7,18.6,3,3,302,N,1940,na,
HWB25,12C0387,MAIN DRAINAGE CANAL,6.1,18.6,3,3,302,N,1942,na,
HWB25,11C0139,COLUSA DRAIN,8.5,18.6,3,3,302,N,1945,na,
HWB25,08C0251,JEWETT CREEK,5.7,18.3,3,3,302,N,1937,na,
HWB25,12C0097,JORDAN CREEK,6.1,18.3,3,3,302,N,1939,na,
HWB25,20C0437,SOUTH FORK GUALALA RIVER,9,18.3,2,2,302,N,1971,na,
HWB25,44C0079,TULARCITOS CREEK,7.5,18,2,3,302,N,1959,na,
HWB25,20C0415,W SODA ROCK LN SIDEHILL VIADUCT,5.8,18,3,3,302,N,1968,na,
HWB25,12C0181,OREGON GULCH,5.8,17.7,3,3,302,N,1965,na,
HWB25,12C0324,SANDY GULCH,13.7,17.7,1,3,302,N,1936,na,
HWB25,11C0004,GLENN-COLUSA CANAL,8.5,17.7,2,2,302,N,1946,na,
HWB25,20C0396,STARRETT HILL SIDEHILL VIADUCT #3,6,17.7,3,3,302,N,1973,na,
HWB25,20C0371,NO NAME CREEK,5.8,17.4,3,3,302,N,1970,na,
HWB25,19C0136,SECRET RAVINE,9.5,17.1,2,2,302,N,1939,na,
HWB25,12C0330,HANLON SLOUGH,7.6,16.8,2,2,302,N,1937,na,
HWB25,07C0070,WHITEHEAD SLOUGH,8.2,16.8,2,2,302,N,1950,na,
HWB25,08C0234,OAT CREEK,8.2,16.8,2,2,303,N,1963,na,
HWB25,45C0067,CROSS CREEK,7.9,16.8,2,2,302,N,1968,na,
HWB25,46C0200,DEER CREEK,10.4,16.5,2,2,302,N,1959,na,
HWB25,35C0090,SANTA INEZ UP,10.1,15.8,1,3,303,N,1903,na,
HWB25,35C0087,TILTON AVENUE UNDERPASS,10.1,15.8,1,3,303,N,1903,na,
HWB25,12C0371,BIGGS EXTENSION CANAL,7.3,15.8,2,2,302,N,1940,na,
HWB25,54C0411,HISTORIC WARM CREEK - 2ND ST,7.6,15.8,2,2,302,N,1965,na,
HWB25,20C0350,WALLACE CREEK,6.1,15.8,3,3,302,N,1974,na,
HWB25,35C0091,EAST POPLAR UP,10.9,15.5,1,3,303,N,1903,na,
HWB25,36C0143,ZAYANTE CREEK,10.4,15.4,2,2,302,N,1955,na,
HWB25,42C0072,BELMONT AVENUE UP,12.8,15.2,1,2,302,N,1932,na,
HWB25,09C0027,SLATE CREEK OVERFLOW,6.7,15.2,3,3,302,N,1936,na,
HWB25,12C0031,DURHAM MUTUAL DITCH,2.5,15.1,6,6,302,N,1969,na,
HWB25,13C0054,CHEROKEE CREEK,7,14.9,2,2,302,N,1940,na,
HWB25,45C0102,LAST CHANCE DITCH,11.3,14.6,1,2,302,N,1955,na,
HWB25,12C0349,LITTLE DRY CREEK,6.7,13.7,2,2,302,N,1940,na,
HWB25,12C0111,WYMAN RAVINE,6.7,13.4,2,2,302,N,1970,na,
